cgpa,python,communication,projects,internships,interest,career
9.74,3,7,9,4,Cyber,Cyber Security
9.73,5,2,1,3,Cyber,Cyber Security
5.67,7,4,0,3,Data Science,Data Scientist
7.66,6,7,5,0,Data Science,Data Scientist
8.58,2,6,4,3,Cloud,Cloud Engineer
8.17,2,6,2,0,Cloud,Cloud Engineer
5.99,10,1,0,3,Cyber,Cyber Security
8.16,8,4,7,2,Web,Web Developer
5.81,9,9,1,3,Cloud,Cloud Engineer
7.17,7,8,8,1,Web,Web Developer
5.8,5,9,7,1,Cloud,Cloud Engineer
7.87,4,7,4,3,Data Science,Data Scientist
8.03,4,5,10,1,AI,AI Engineer
7.51,2,9,2,2,AI,AI Engineer
9.7,3,1,5,2,Data Science,Data Scientist
5.81,7,7,6,5,Data Science,Data Scientist
6.93,3,8,3,5,AI,AI Engineer
7.02,1,1,0,1,Data Science,Data Scientist
6.86,4,8,0,0,Cloud,Cloud Engineer
5.75,8,9,0,5,AI,AI Engineer
9.49,8,8,4,2,Web,Web Developer
9.26,8,5,0,1,Cloud,Cloud Engineer
6.7,8,4,0,5,Cyber,Cyber Security
5.83,2,4,7,2,Cyber,Cyber Security
5.82,10,8,4,2,Web,Web Developer
9.39,5,5,9,1,Cloud,Cloud Engineer
9.73,5,3,3,5,Cloud,Cloud Engineer
6.96,3,1,3,2,Cloud,Cloud Engineer
8.34,7,7,2,1,Web,Web Developer
9.84,6,8,0,4,Cyber,Cyber Security
6.14,2,6,7,0,AI,AI Engineer
6.62,6,2,8,0,Cloud,Cloud Engineer
7.45,7,4,9,0,Data Science,Data Scientist
6.87,4,5,10,0,AI,AI Engineer
6.86,1,5,4,1,Cloud,Cloud Engineer
6.51,3,1,8,2,Data Science,Data Scientist
7.94,6,1,3,1,Data Science,Data Scientist
9.67,9,4,1,3,AI,AI Engineer
7.2,3,3,6,2,Cloud,Cloud Engineer
6.19,8,10,6,3,Data Science,Data Scientist
7.19,4,2,7,0,AI,AI Engineer
5.84,1,9,9,4,Web,Web Developer
8.16,1,1,8,3,Web,Web Developer
5.95,8,9,6,1,Cloud,Cloud Engineer
6.59,4,3,4,2,Web,Web Developer
7.35,1,9,1,0,Cyber,Cyber Security
9.96,2,2,4,1,AI,AI Engineer
5.69,10,10,6,2,Web,Web Developer
7.64,5,6,8,0,Data Science,Data Scientist
7.67,4,10,1,5,AI,AI Engineer
8.04,10,10,4,4,Data Science,Data Scientist
8.7,1,10,5,0,Cloud,Cloud Engineer
5.94,5,6,1,1,Cloud,Cloud Engineer
9.82,7,3,6,0,Cloud,Cloud Engineer
9.47,4,2,0,0,AI,AI Engineer
7.73,4,9,4,3,Data Science,Data Scientist
9.71,4,6,8,0,Data Science,Data Scientist
9.86,8,10,7,4,Cyber,Cyber Security
9.38,10,4,9,4,Web,Web Developer
5.93,7,1,0,5,Cloud,Cloud Engineer
6.9,10,3,1,5,Data Science,Data Scientist
9.61,1,6,3,1,AI,AI Engineer
8.9,3,10,2,0,Cloud,Cloud Engineer
8.83,4,5,0,5,Web,Web Developer
7.89,6,7,1,4,Data Science,Data Scientist
9.83,6,4,4,3,Web,Web Developer
5.92,6,10,0,5,Cyber,Cyber Security
8.3,4,1,8,4,Cyber,Cyber Security
9.42,3,6,4,4,Data Science,Data Scientist
6.48,8,4,5,5,Data Science,Data Scientist
9.97,5,2,4,3,Cyber,Cyber Security
8.51,5,10,9,2,AI,AI Engineer
9.82,10,4,1,5,Data Science,Data Scientist
8.29,4,8,3,5,Cloud,Cloud Engineer
6.12,7,5,0,3,Cloud,Cloud Engineer
6.77,8,8,1,4,Cyber,Cyber Security
6.95,1,8,8,3,Data Science,Data Scientist
9.92,8,1,4,0,Cyber,Cyber Security
6.18,3,10,7,5,Data Science,Data Scientist
7.73,6,6,1,1,Cloud,Cloud Engineer
6.37,4,4,3,5,AI,AI Engineer
8.62,1,8,9,5,Web,Web Developer
6.64,2,7,6,1,Data Science,Data Scientist
5.69,9,1,5,0,Cyber,Cyber Security
7.9,6,7,7,3,Data Science,Data Scientist
8.88,2,6,4,1,Data Science,Data Scientist
8.48,4,2,3,0,Cloud,Cloud Engineer
6.1,9,8,10,1,Data Science,Data Scientist
7.9,10,6,5,3,Data Science,Data Scientist
7.3,7,10,3,1,Cyber,Cyber Security
7.59,9,6,1,4,Data Science,Data Scientist
8.11,8,2,6,3,Web,Web Developer
7.02,8,9,4,5,Data Science,Data Scientist
8.25,10,8,9,2,Cyber,Cyber Security
9.28,9,5,9,0,Data Science,Data Scientist
6.78,5,4,2,2,Data Science,Data Scientist
7.76,5,9,3,0,Cloud,Cloud Engineer
6.32,3,2,9,4,Web,Web Developer
7.92,5,8,2,0,Web,Web Developer
9.06,7,6,6,4,Web,Web Developer
5.98,10,3,9,3,AI,AI Engineer
5.76,9,8,1,1,AI,AI Engineer
7.13,2,5,1,3,Data Science,Data Scientist
7.93,9,10,9,1,Cyber,Cyber Security
5.62,2,6,8,3,Cyber,Cyber Security
7.77,6,5,1,0,Data Science,Data Scientist
6.59,1,9,10,3,Data Science,Data Scientist
8.07,7,7,6,1,Web,Web Developer
8.44,4,6,1,2,Web,Web Developer
7.98,7,10,0,0,Web,Web Developer
7.83,10,5,1,5,Data Science,Data Scientist
8.69,5,4,0,3,Web,Web Developer
7.14,7,4,1,2,AI,AI Engineer
8.1,1,5,8,2,Cloud,Cloud Engineer
9.37,1,9,9,3,Cloud,Cloud Engineer
5.73,3,10,5,5,Data Science,Data Scientist
6.08,5,7,7,1,Cyber,Cyber Security
8.49,5,9,0,2,Cyber,Cyber Security
6.83,4,8,2,3,Data Science,Data Scientist
7.78,3,3,9,5,Cyber,Cyber Security
9.04,3,4,10,4,Cyber,Cyber Security
5.99,3,7,6,1,Cloud,Cloud Engineer
6.82,10,2,2,0,Cloud,Cloud Engineer
7.87,1,6,2,2,AI,AI Engineer
8.66,9,2,5,2,AI,AI Engineer
6.94,6,1,5,3,Cyber,Cyber Security
8.31,2,7,4,3,Data Science,Data Scientist
8.73,3,3,7,3,Cyber,Cyber Security
8.64,9,1,4,0,Web,Web Developer
7.81,5,5,10,2,Web,Web Developer
8.07,10,4,7,1,AI,AI Engineer
9.63,1,2,1,1,Cloud,Cloud Engineer
6.28,3,3,7,4,AI,AI Engineer
7.63,7,5,3,3,Web,Web Developer
6.77,7,10,5,4,Cloud,Cloud Engineer
8.68,5,6,4,4,Cyber,Cyber Security
7.94,1,5,0,0,AI,AI Engineer
6.03,3,4,4,2,Cloud,Cloud Engineer
9.69,9,6,0,5,Data Science,Data Scientist
6.62,1,5,9,3,Cloud,Cloud Engineer
5.78,2,2,2,5,AI,AI Engineer
6.35,9,6,2,5,Cyber,Cyber Security
7.76,8,4,1,2,Cyber,Cyber Security
5.99,9,9,6,5,AI,AI Engineer
8.2,6,7,9,5,Data Science,Data Scientist
9.21,6,1,7,0,Data Science,Data Scientist
9.93,9,1,2,4,AI,AI Engineer
7.44,10,8,5,4,Data Science,Data Scientist
9.74,4,8,4,1,Data Science,Data Scientist
7.9,6,10,6,2,Web,Web Developer
7.54,3,4,8,0,AI,AI Engineer
6.06,1,1,9,2,Data Science,Data Scientist
5.85,7,2,2,5,Data Science,Data Scientist
7.23,4,7,2,3,Web,Web Developer
7.93,1,5,8,1,AI,AI Engineer
5.88,4,3,7,5,Cloud,Cloud Engineer
9.93,4,2,0,0,Web,Web Developer
8.58,6,9,0,3,Cyber,Cyber Security
5.62,7,7,10,4,Web,Web Developer
6.93,2,5,3,1,Cloud,Cloud Engineer
6.77,8,1,3,2,AI,AI Engineer
8.17,3,9,5,2,AI,AI Engineer
5.96,4,5,0,0,Cyber,Cyber Security
6.72,8,9,0,0,AI,AI Engineer
9.16,9,6,9,1,Cyber,Cyber Security
7.74,8,7,6,2,AI,AI Engineer
7.18,6,7,6,3,Cloud,Cloud Engineer
8.87,3,1,0,1,Web,Web Developer
7.05,10,6,2,3,Web,Web Developer
7.22,4,4,4,1,Data Science,Data Scientist
8.45,9,10,2,5,Web,Web Developer
9.44,5,2,1,4,AI,AI Engineer
7.34,4,3,6,2,AI,AI Engineer
6.53,4,10,10,3,Cyber,Cyber Security
7.56,3,3,0,2,AI,AI Engineer
9.47,3,1,9,3,Web,Web Developer
5.65,5,2,10,5,AI,AI Engineer
9.38,5,2,6,0,Cloud,Cloud Engineer
6.3,2,9,4,3,Cloud,Cloud Engineer
9.42,2,6,4,4,Cyber,Cyber Security
9.14,10,2,2,2,Data Science,Data Scientist
6.65,7,4,5,0,Data Science,Data Scientist
6.76,2,1,9,1,AI,AI Engineer
8.72,4,7,4,1,AI,AI Engineer
8.93,3,1,3,2,Cloud,Cloud Engineer
6.25,5,2,1,3,Data Science,Data Scientist
6.85,10,8,0,2,AI,AI Engineer
8.96,8,8,8,5,Data Science,Data Scientist
6.92,7,9,0,2,Cyber,Cyber Security
8.5,1,2,2,4,Cloud,Cloud Engineer
5.73,8,10,0,4,Web,Web Developer
7.57,10,1,3,5,Web,Web Developer
6.63,10,4,2,4,AI,AI Engineer
5.98,4,2,10,1,Web,Web Developer
6.51,1,1,1,2,Cyber,Cyber Security
6.72,8,9,5,3,AI,AI Engineer
8.56,3,1,7,4,Cloud,Cloud Engineer
8.1,6,1,7,2,Data Science,Data Scientist
7.1,7,10,10,5,Cyber,Cyber Security
7.7,4,9,0,4,AI,AI Engineer
8.52,3,5,4,0,Cyber,Cyber Security
7.31,6,10,2,4,Web,Web Developer
9.33,1,3,5,4,Web,Web Developer
9.06,9,8,1,4,Cloud,Cloud Engineer
6.47,7,4,8,5,Cloud,Cloud Engineer
6.77,4,9,1,0,AI,AI Engineer
6.75,10,2,1,0,AI,AI Engineer
9.47,5,8,9,4,AI,AI Engineer
8.8,3,10,6,1,Cloud,Cloud Engineer
7.68,9,3,9,4,Cyber,Cyber Security
6.59,4,8,1,1,Cyber,Cyber Security
9.8,10,5,8,4,AI,AI Engineer
7.21,7,5,0,2,Cloud,Cloud Engineer
8.2,8,10,3,5,AI,AI Engineer
7.17,1,4,3,5,AI,AI Engineer
9.63,4,7,2,3,Cyber,Cyber Security
9.7,7,7,1,0,Data Science,Data Scientist
6.99,2,7,0,5,Data Science,Data Scientist
9.6,8,9,8,5,Cloud,Cloud Engineer
9.38,4,4,0,5,Cloud,Cloud Engineer
6.1,9,1,0,1,Cloud,Cloud Engineer
5.96,1,4,0,4,Cyber,Cyber Security
5.55,5,8,1,5,Cloud,Cloud Engineer
9.36,2,3,0,2,Web,Web Developer
8.95,2,10,8,1,Cyber,Cyber Security
7.57,3,7,10,5,Web,Web Developer
8.2,5,7,2,2,Cyber,Cyber Security
8.12,6,5,2,4,Cyber,Cyber Security
8.48,4,5,4,1,Cyber,Cyber Security
9.29,2,3,1,1,Cloud,Cloud Engineer
5.79,1,6,1,1,Data Science,Data Scientist
5.81,6,8,0,0,Web,Web Developer
8.94,1,7,10,5,Cyber,Cyber Security
5.94,9,6,8,4,Web,Web Developer
8.33,2,3,0,0,AI,AI Engineer
5.83,1,4,4,3,Cyber,Cyber Security
8.63,2,2,7,4,Cloud,Cloud Engineer
8.64,8,8,6,0,Data Science,Data Scientist
7.11,9,10,5,5,Data Science,Data Scientist
6.92,2,1,10,5,AI,AI Engineer
9.58,8,10,5,3,Data Science,Data Scientist
5.77,9,6,3,4,AI,AI Engineer
7.42,1,5,2,2,Data Science,Data Scientist
8.21,8,5,9,5,Cyber,Cyber Security
5.94,10,9,10,0,Data Science,Data Scientist
9.1,6,7,2,2,AI,AI Engineer
9.45,5,7,9,4,AI,AI Engineer
7.66,3,1,0,3,Data Science,Data Scientist
9.05,2,5,9,2,Data Science,Data Scientist
8.66,1,1,4,4,AI,AI Engineer
7.09,9,3,4,5,AI,AI Engineer
6.08,2,1,2,0,Web,Web Developer
6.78,4,1,5,2,Data Science,Data Scientist
8.92,9,9,1,0,Data Science,Data Scientist
7.13,6,4,3,3,Cyber,Cyber Security
8.43,7,10,9,4,Data Science,Data Scientist
8.38,2,7,4,5,Data Science,Data Scientist
9.45,1,6,3,1,Cyber,Cyber Security
7.72,7,10,9,2,AI,AI Engineer
9.3,5,4,8,1,AI,AI Engineer
7.79,3,5,5,1,Cyber,Cyber Security
9.81,7,1,1,0,Web,Web Developer
7.59,3,6,1,4,Cloud,Cloud Engineer
8.71,9,5,4,0,Cyber,Cyber Security
9.43,1,7,4,5,Data Science,Data Scientist
8.63,6,3,6,3,Cloud,Cloud Engineer
9.52,6,10,4,1,Web,Web Developer
5.77,6,5,2,1,Cyber,Cyber Security
6.98,4,2,5,2,AI,AI Engineer
6.07,4,3,9,3,Data Science,Data Scientist
6.22,10,5,9,1,Cyber,Cyber Security
7.1,10,7,5,0,Web,Web Developer
6.11,8,6,0,5,AI,AI Engineer
8.88,4,9,0,4,Web,Web Developer
7.88,5,8,7,4,Data Science,Data Scientist
9.76,9,6,5,5,AI,AI Engineer
8.95,3,8,7,4,AI,AI Engineer
7.29,9,5,8,2,Cyber,Cyber Security
9.51,10,6,7,3,AI,AI Engineer
5.61,2,3,10,4,Cyber,Cyber Security
6.39,3,6,4,1,Cyber,Cyber Security
7.46,7,8,4,5,Cloud,Cloud Engineer
5.76,10,9,1,0,Cloud,Cloud Engineer
9.97,6,3,5,2,Cloud,Cloud Engineer
7.6,7,9,4,5,AI,AI Engineer
9.83,1,8,8,2,Cloud,Cloud Engineer
6.15,1,10,1,0,Data Science,Data Scientist
9.46,7,6,8,2,Cyber,Cyber Security
7.27,1,8,10,0,Web,Web Developer
9.76,3,3,9,2,Data Science,Data Scientist
6.66,2,6,6,3,Web,Web Developer
7.81,1,1,3,1,AI,AI Engineer
9.22,4,4,10,4,Data Science,Data Scientist
9.87,9,8,10,2,AI,AI Engineer
8.29,3,8,9,5,Cyber,Cyber Security
8.67,10,8,8,2,Cloud,Cloud Engineer
8.81,3,2,6,3,Web,Web Developer
6.86,6,1,5,3,Cloud,Cloud Engineer
9.42,6,10,7,0,Data Science,Data Scientist
6.06,4,8,6,4,Data Science,Data Scientist
6.79,1,6,9,3,AI,AI Engineer
8.29,1,10,3,2,Data Science,Data Scientist
6.28,4,2,4,3,Web,Web Developer
6.17,6,1,6,0,Cyber,Cyber Security
9.41,4,7,9,5,Cyber,Cyber Security
6.28,6,2,6,3,AI,AI Engineer
6.87,4,4,4,5,Cyber,Cyber Security
5.57,3,6,4,4,Data Science,Data Scientist
7.46,10,2,3,3,Data Science,Data Scientist
7.21,2,7,7,4,Cyber,Cyber Security
8.26,7,1,6,3,Cloud,Cloud Engineer
7.86,6,6,7,1,AI,AI Engineer
7.83,9,7,0,0,Data Science,Data Scientist
9.89,8,1,2,2,Cyber,Cyber Security
6.49,6,7,3,0,Cloud,Cloud Engineer
8.79,7,7,6,5,Web,Web Developer
8.08,1,1,1,5,Web,Web Developer
8.26,1,10,9,4,Cyber,Cyber Security
6.16,10,3,5,0,Web,Web Developer
8.12,8,6,10,3,Data Science,Data Scientist
5.99,8,10,7,4,Cyber,Cyber Security
6.58,1,6,5,3,Cyber,Cyber Security
8.4,4,9,6,4,AI,AI Engineer
7.61,1,6,2,5,Data Science,Data Scientist
5.61,7,9,0,0,AI,AI Engineer
8.82,9,7,10,2,Cloud,Cloud Engineer
9.13,5,3,8,2,Data Science,Data Scientist
8.79,10,2,5,1,Web,Web Developer
6.97,2,10,9,0,AI,AI Engineer
7.38,4,6,7,0,Data Science,Data Scientist
5.79,5,4,8,5,Cloud,Cloud Engineer
9.42,8,6,8,2,Cloud,Cloud Engineer
6.69,4,1,7,1,AI,AI Engineer
6.84,3,9,5,4,AI,AI Engineer
8.18,5,3,0,0,Data Science,Data Scientist
5.91,6,3,6,4,Cyber,Cyber Security
7.53,6,10,8,3,Data Science,Data Scientist
5.6,4,3,3,4,Web,Web Developer
7.67,10,8,8,0,AI,AI Engineer
8.09,9,3,0,5,Web,Web Developer
7.85,2,2,6,2,Data Science,Data Scientist
9.87,4,9,10,5,Cloud,Cloud Engineer
9.01,1,7,10,5,Data Science,Data Scientist
9.5,1,9,8,1,AI,AI Engineer
7.53,10,5,0,0,Cloud,Cloud Engineer
7.9,4,9,0,3,AI,AI Engineer
5.64,2,6,6,4,Cloud,Cloud Engineer
6.16,7,4,0,2,AI,AI Engineer
6.67,1,4,5,5,AI,AI Engineer
6.24,1,2,0,2,Cyber,Cyber Security
9.04,10,7,1,3,Web,Web Developer
9.52,9,5,8,2,Cyber,Cyber Security
8.27,7,1,0,0,AI,AI Engineer
5.63,3,4,5,1,Cyber,Cyber Security
9.55,10,8,7,1,Cloud,Cloud Engineer
7.74,8,9,1,5,Cloud,Cloud Engineer
8.83,3,10,7,4,AI,AI Engineer
8.39,6,5,2,3,Web,Web Developer
7.87,2,2,5,3,Cyber,Cyber Security
8.48,7,2,6,1,Data Science,Data Scientist
9.57,1,7,5,0,AI,AI Engineer
6.92,7,2,6,0,Web,Web Developer
6.18,6,3,3,0,Cyber,Cyber Security
8.19,3,7,6,5,Web,Web Developer
6.77,10,4,5,1,Cyber,Cyber Security
8.31,8,8,1,5,Web,Web Developer
9.64,4,1,4,2,AI,AI Engineer
6.23,8,7,0,5,Cloud,Cloud Engineer
7.41,2,7,10,5,Data Science,Data Scientist
7.49,8,1,9,4,AI,AI Engineer
7.14,10,10,8,2,Web,Web Developer
8.07,9,9,2,2,Web,Web Developer
7.31,4,9,1,5,Cyber,Cyber Security
8.2,8,8,4,5,AI,AI Engineer
8.83,3,5,0,4,Cyber,Cyber Security
8.93,4,1,9,1,Data Science,Data Scientist
7.99,7,5,3,2,Cloud,Cloud Engineer
7.4,3,1,5,2,Cyber,Cyber Security
6.33,1,5,6,4,Web,Web Developer
6.41,3,9,4,1,Data Science,Data Scientist
5.62,10,5,2,4,Data Science,Data Scientist
6.16,8,10,7,0,Cyber,Cyber Security
6.26,3,1,1,0,AI,AI Engineer
9.33,7,2,5,0,AI,AI Engineer
7.99,9,10,7,3,Web,Web Developer
9.16,7,3,8,1,Cyber,Cyber Security
8.36,6,8,9,5,Cyber,Cyber Security
7.72,4,2,1,3,Web,Web Developer
7.14,10,4,9,2,AI,AI Engineer
9.54,5,7,1,5,Cyber,Cyber Security
6.18,7,5,8,3,Cyber,Cyber Security
8.43,10,4,0,0,Cyber,Cyber Security
7.95,5,2,3,5,Web,Web Developer
9.88,7,8,4,3,Cyber,Cyber Security
5.59,1,1,7,1,Cloud,Cloud Engineer
6.64,8,1,10,1,AI,AI Engineer
8.32,4,10,2,1,Data Science,Data Scientist
8.49,6,4,1,3,Data Science,Data Scientist
8.1,7,9,2,0,Cyber,Cyber Security
8.09,6,9,2,3,AI,AI Engineer
5.52,5,3,5,0,AI,AI Engineer
9.09,5,8,2,2,Data Science,Data Scientist
7.67,6,10,6,5,Web,Web Developer
7.4,10,3,3,1,Cloud,Cloud Engineer
5.52,6,2,1,1,Data Science,Data Scientist
5.76,7,6,2,4,Data Science,Data Scientist
9.6,8,10,9,3,Data Science,Data Scientist
9.76,4,7,7,5,Cyber,Cyber Security
7.87,4,9,8,3,AI,AI Engineer
8.08,3,1,2,5,Cyber,Cyber Security
6.89,6,9,2,3,Web,Web Developer
8.57,6,9,6,1,AI,AI Engineer
8.05,9,10,5,2,AI,AI Engineer
8.28,5,6,8,2,AI,AI Engineer
5.68,1,8,2,2,Cyber,Cyber Security
8.03,10,3,10,5,Cloud,Cloud Engineer
5.51,2,10,6,0,AI,AI Engineer
8.7,3,6,1,3,Web,Web Developer
6.75,3,3,3,2,Web,Web Developer
8.91,2,7,3,0,Cyber,Cyber Security
7.76,2,7,2,2,Data Science,Data Scientist
7.41,1,7,3,0,Data Science,Data Scientist
8.61,1,9,4,5,Data Science,Data Scientist
6.8,7,7,8,4,AI,AI Engineer
7.33,8,3,1,3,Web,Web Developer
7.86,9,4,1,2,Web,Web Developer
8.4,9,9,6,4,Cloud,Cloud Engineer
8.72,1,4,1,0,Web,Web Developer
8.22,5,3,1,0,AI,AI Engineer
8.28,4,7,10,4,Data Science,Data Scientist
9.44,9,10,8,2,Web,Web Developer
9.25,9,8,2,4,Web,Web Developer
8.37,6,2,0,5,Data Science,Data Scientist
5.75,1,10,6,0,Data Science,Data Scientist
9.4,7,2,10,4,AI,AI Engineer
9.04,7,1,0,2,Cyber,Cyber Security
6.78,8,1,4,4,AI,AI Engineer
9.79,4,9,8,2,Web,Web Developer
7.71,6,4,10,1,Web,Web Developer
5.64,7,3,9,1,Cyber,Cyber Security
8.99,10,4,5,3,Cloud,Cloud Engineer
6.68,1,2,3,5,Data Science,Data Scientist
5.78,6,1,8,5,Cloud,Cloud Engineer
7.53,7,2,2,4,Cyber,Cyber Security
6.84,2,4,3,5,Web,Web Developer
5.89,6,2,9,3,AI,AI Engineer
8.94,4,5,1,1,AI,AI Engineer
9.74,1,6,5,2,Data Science,Data Scientist
6.84,9,4,6,1,Web,Web Developer
6.8,5,6,4,2,Cloud,Cloud Engineer
6.12,4,4,0,2,Web,Web Developer
6.65,9,4,10,4,Data Science,Data Scientist
8.0,1,4,8,5,Cloud,Cloud Engineer
8.45,5,8,6,1,Data Science,Data Scientist
7.52,8,4,2,4,Cloud,Cloud Engineer
9.46,8,4,5,1,AI,AI Engineer
7.08,6,5,3,4,AI,AI Engineer
7.66,3,7,9,2,Cloud,Cloud Engineer
6.76,5,8,5,0,Cloud,Cloud Engineer
8.12,10,5,10,3,AI,AI Engineer
7.19,5,1,8,3,Web,Web Developer
8.7,7,10,0,3,Cloud,Cloud Engineer
8.22,6,2,10,2,Cyber,Cyber Security
7.72,9,8,7,1,Data Science,Data Scientist
9.59,7,1,10,5,Cloud,Cloud Engineer
7.76,8,10,8,3,Web,Web Developer
8.94,7,7,10,3,Web,Web Developer
9.27,8,9,9,4,Cloud,Cloud Engineer
9.84,3,2,8,3,Data Science,Data Scientist
8.01,5,3,4,3,Cloud,Cloud Engineer
9.12,7,5,0,0,Web,Web Developer
8.43,9,9,8,5,Web,Web Developer
9.84,7,6,2,5,Cloud,Cloud Engineer
7.21,5,1,10,3,Data Science,Data Scientist
9.47,6,6,1,3,Cyber,Cyber Security
5.53,2,1,0,5,Cloud,Cloud Engineer
7.32,10,10,3,0,AI,AI Engineer
6.33,5,9,6,3,Data Science,Data Scientist
8.58,10,4,4,4,Web,Web Developer
9.16,6,4,9,5,AI,AI Engineer
8.71,9,8,4,2,Cloud,Cloud Engineer
5.81,5,4,5,5,Web,Web Developer
9.61,3,3,9,4,Web,Web Developer
6.84,2,4,2,2,Data Science,Data Scientist
9.08,7,9,7,2,AI,AI Engineer
6.07,5,9,2,2,Web,Web Developer
8.56,9,9,4,4,AI,AI Engineer
9.35,5,4,3,5,Web,Web Developer
6.87,2,5,1,1,Web,Web Developer
8.73,9,9,2,3,Web,Web Developer
7.3,9,10,7,4,Data Science,Data Scientist
9.43,2,9,0,5,Cyber,Cyber Security
6.98,4,8,5,1,Cloud,Cloud Engineer
8.99,7,4,2,5,Web,Web Developer
7.68,3,1,2,2,Data Science,Data Scientist
9.61,6,9,5,5,Web,Web Developer
7.73,1,2,10,5,Cyber,Cyber Security
7.44,8,3,0,5,Cloud,Cloud Engineer
8.56,6,5,9,1,AI,AI Engineer
7.02,2,7,10,0,Cloud,Cloud Engineer
6.88,6,4,7,1,AI,AI Engineer
9.31,3,3,3,2,Cloud,Cloud Engineer
9.75,1,4,1,0,Data Science,Data Scientist
9.52,7,2,3,4,Web,Web Developer
6.68,4,2,4,3,Data Science,Data Scientist
9.97,4,1,9,3,Data Science,Data Scientist
7.05,7,9,4,5,Web,Web Developer
7.58,5,4,3,5,Data Science,Data Scientist
7.8,4,3,7,3,Data Science,Data Scientist
8.5,4,1,2,3,Cyber,Cyber Security
6.51,6,5,10,4,Web,Web Developer
6.6,9,3,0,0,AI,AI Engineer
8.92,3,6,4,5,Data Science,Data Scientist
9.65,8,8,6,1,AI,AI Engineer
7.08,8,10,2,2,Web,Web Developer
8.72,9,5,9,3,Cyber,Cyber Security
9.85,2,1,5,3,AI,AI Engineer
8.09,2,3,3,0,Data Science,Data Scientist
9.88,6,10,8,5,Cloud,Cloud Engineer
6.34,3,6,5,2,Cloud,Cloud Engineer
9.2,7,1,10,2,Web,Web Developer
7.68,7,1,1,1,Data Science,Data Scientist
9.24,2,9,2,2,Data Science,Data Scientist
8.2,6,8,5,2,Web,Web Developer
9.08,5,10,2,1,Web,Web Developer
5.98,6,5,1,1,Cloud,Cloud Engineer
9.87,7,2,2,2,Cloud,Cloud Engineer
5.54,5,8,8,0,Cloud,Cloud Engineer
6.92,9,7,9,4,Data Science,Data Scientist
8.53,9,5,3,1,Cyber,Cyber Security
7.45,10,6,10,4,AI,AI Engineer
8.49,4,9,10,1,Cloud,Cloud Engineer
6.65,8,4,3,1,Cloud,Cloud Engineer
6.95,4,7,9,2,Cyber,Cyber Security
9.92,8,1,0,5,AI,AI Engineer
8.45,6,10,3,2,Data Science,Data Scientist
8.24,3,10,2,0,Web,Web Developer
7.15,3,8,9,0,Cloud,Cloud Engineer
9.92,2,7,0,4,Cloud,Cloud Engineer
7.61,1,5,2,5,Cyber,Cyber Security
8.11,5,4,2,4,Cloud,Cloud Engineer
9.78,10,7,4,0,Cyber,Cyber Security
7.62,9,5,9,1,Data Science,Data Scientist
6.44,9,4,9,0,AI,AI Engineer
5.84,9,7,4,4,Cyber,Cyber Security
6.35,4,3,8,0,Cyber,Cyber Security
6.85,4,5,4,2,Cloud,Cloud Engineer
8.85,7,5,8,3,Cloud,Cloud Engineer
6.0,1,10,7,1,Cyber,Cyber Security
6.2,1,8,5,1,Cloud,Cloud Engineer
5.74,7,5,4,2,AI,AI Engineer
9.3,6,7,3,2,Web,Web Developer
6.01,2,5,3,0,Data Science,Data Scientist
7.93,6,10,0,3,Web,Web Developer
8.83,4,3,6,3,AI,AI Engineer
8.38,5,10,10,5,AI,AI Engineer
8.96,2,6,9,5,AI,AI Engineer
7.53,8,6,1,5,Data Science,Data Scientist
8.49,9,9,8,2,Cloud,Cloud Engineer
6.65,2,4,2,2,Cloud,Cloud Engineer
9.95,2,5,5,0,Web,Web Developer
7.83,2,1,1,3,AI,AI Engineer
8.42,4,10,3,1,Cyber,Cyber Security
9.45,5,3,9,5,AI,AI Engineer
8.93,8,1,1,5,AI,AI Engineer
9.19,10,2,2,2,Data Science,Data Scientist
7.45,8,4,6,1,AI,AI Engineer
6.08,9,2,9,1,AI,AI Engineer
9.32,2,9,10,5,Data Science,Data Scientist
6.31,4,5,1,1,Cyber,Cyber Security
8.03,7,10,0,3,Cyber,Cyber Security
9.77,6,9,9,0,Cloud,Cloud Engineer
8.03,9,9,7,0,AI,AI Engineer
9.98,5,7,3,4,Cloud,Cloud Engineer
9.96,3,4,1,4,Cloud,Cloud Engineer
6.08,1,10,2,1,Cyber,Cyber Security
9.65,1,6,4,5,AI,AI Engineer
7.21,6,3,1,2,Data Science,Data Scientist
7.16,7,1,4,5,AI,AI Engineer
9.39,2,3,9,5,Cyber,Cyber Security
7.61,4,3,0,0,Web,Web Developer
6.02,7,8,2,3,Cloud,Cloud Engineer
6.49,10,2,1,2,Cyber,Cyber Security
6.32,5,7,7,4,AI,AI Engineer
6.11,1,2,9,2,Web,Web Developer
8.54,1,7,10,0,Cyber,Cyber Security
7.5,7,9,10,4,Cloud,Cloud Engineer
9.4,8,10,0,2,AI,AI Engineer
5.92,6,9,5,1,Cyber,Cyber Security
9.01,6,1,8,5,Web,Web Developer
6.74,3,3,4,1,Data Science,Data Scientist
8.03,5,9,0,5,Cloud,Cloud Engineer
7.54,3,4,10,0,Data Science,Data Scientist
6.29,4,5,3,3,Cyber,Cyber Security
6.83,10,5,8,1,AI,AI Engineer
8.74,4,3,3,0,AI,AI Engineer
7.32,1,10,7,1,Data Science,Data Scientist
